abakus;kulram
plyte;nuna
pläd;filt
plädera;mässa
plädera;tala för
plädering;anförande
pläga;bruka
pläga;ha för vana
plåga;anfäkta
plåga;besvär
plåga;besvära
plåga;gissel
plåga;lidande
plåga;misshandla
plåga;pest
plåga;pina
plåga;smärta
plåga;terrorisera
plåga;tortera
plåga;tortyr
plåga;vedermöda
plågades;led
plågas;lida
plågoris;besvär
plågoris;pest
plågsam;smärtsam
plånbok;börs
plånbok;pengapung
plånbok;penningpung
plånbok;portmonnä
plåta;fotografera
plåta;knäppa
plötslig;abrupt
plötslig;med ens
plötslig;oväntad
plötslig;överraskande
plötsligen;plötsligt
plötsligt;abrupt
plötsligt;plötsligen
plötsligt;tvärt
pneumoni;lunginflammation
pockande;påträngande
poem;dikt
poesi;lyrik
poet;diktare
poet;skald
pojke;gosse
pojke;grabb
pojke;kille
pojke;kis
pojke;parvel
pojke;ponke
pojke;påg
pojke;snubbe
pojke;yngling
pojkstreck;bus
pokal;buckla
pokal;trofé
polack;jude
polare;kamrat
polare;kompis
polare;vapendragare
polare;vän
polemik;tvist
polera;bona
polera;finputsa
polera;putsa
policy;riktlinje
polis;bengen
polis;byling
polis;gendarm
polis;konstapel
polis;lagen väktare
polis;lagväktare
polis;länsman
polis;munk-ätare
polis;poliskonstapel
polis;polisman
polis;snut
polis;snuten
polis;snutjävel
poliskommissarie;kommissarie
poliskonstapel;polis
poliskonstapel;polisman
polisman;konstapel
polisman;polis
polisman;poliskonstapel
polispådrag;polisuppbåd
polisuppbåd;polispådrag
politik;samhällsstyre
politik;tristess
politiker;makthavare
politisk sammanslutning;parti
pollen;frömjöl
pollution;förorening
polskdans;polskedans
polskedans;polskdans
polyp;utväxt
pompa;prakt
pompös;bombastisk
pompös;högtravande
pompös;storartad
pompös;storslagen
pompös;uppblåst
pondus;auktoritet
ponera;anta
ponera;antaga
ponera;antar
ponera;föreställ
ponke;pojke
ponny;liten häst
pool;bassäng
pool;simbassäng
pop;populärmusik
pop-musik;populärmusik
poppis;inne
popularitet;folkgunst
population;befolkning
population;folkmängd
population;invånarantal
population;invånare
populär;aktuell
populär;folklig
populär;inne
populär;omtyckt
populärmusik;pop
populärmusik;pop-musik
pornografi;porr
porr;pornografi
porrig;sexig
port;dörr
port;ingång
portabel;bärbar
portal;inre
portfölj;väska
portgång;ingång
portion;dos
portmonnä;börs
portmonnä;penningpung
portmonnä;plånbok
porto;brevporto
porto;frimärke
porträtt;avbild
porträtt;avbildning
porträtt;kort
porträttera;avbilda
porträttera;skildra
porträttera;teckna
portvakt;dörrvakt
pose;kroppsställning
pose;ställning
position;befattning
position;läge
position;placering
position;plats
position;ställe
position;ställning
position;ståndpunkt
positiv;bra
positiv;framåt
positiv;glad
positiv;hoppingivande
positiv;optimism
positiv;optimist
positiv;optimistisk
positiv;plus
positiva ord;komplimang
positivt;bra
post;befattning
post;brev
post;försändelse
post;tjänst
post;vakt
post;ämbete
posta;skicka
poster;affisch
poster;plakat
poster;plansch
postlåda;brevlåda
postulat;antagande
postulat;axiom
postumt;efter
postvagn;diligens
potatis;jordäpple
potatis;pärer
potatismos;pärmos
potential;förmåga
potential;kapacitet
potential;möjlighet
potential;möjligheter
potentiell;möjlig
potentiella;rimlig
poäng;mening
poänglös;banal
poängsätta;gradera
poängtera;betona
poängtera;framhäva
poängtera;framhålla
poängtera;markera
poängtera;understryka
pracka;pådyvla
pracka på;pådyvla
prakt;glans
prakt;pompa
prakt;storslagenhet
prakt;ståt
praktfull;grann
praktfull;prunkande
praktfull;storslagen
praktfull;ståtlig
praktik;tillämpning
praktik;träning
praktik;utövande
praktik;övning
praktikant;lärling
praktiker;utövare
praktisera;tillämpa
praktisera;träna
praktisera;utföra
praktisera;utöva
praktisk;användbar
praktisk;ändamålsenlig
pralin;bonbon
pralin;choklad
prat;babbel
prat;pladder
prat;samtal
prat;samtala
prat;snack
prat;tal
prat;tjattra
prat på internet;chatta
prata;kackla
prata;kommunicera
prata;konvensera
prata;konversera
prata;pladdra
prata;samspråka
prata;samtala
prata;snacka
prata;språka
prata;surra
prata;säga
prata;tala
prata med;tilltala
prata strunt;bluddra
pratar;snackar
pratar;tala
pratglad;snacksalig
pratig;pratsam
pratig;språksam
pratig;talför
pratig;talträngd
pratkvarn;glappkäft
pratsam;mångordig
pratsam;pratig
pratsam;talför
pratsam;talträngd
pratstund;konversation
pratstund;språka
praxis;bruk
praxis;kutym
praxis;sed
praxis;sedvänja
praxis;tillämpning
precis;absolut
precis;ackurat
precis;exakt
precis;just
precis;korrekt
precis;noggrann
precis;riktigt
precis;rätt
precis;träffsäker
precisera;definiera
precisera;förklara
precisera;förtydliga
precisera;klargöra
precisera;klarlägga
precisera;specificera
precisera;vara exakt
precision;exakthet
precision;noggrannhet
precist;exakt
predator;rovdjur
predika;förkunna
predikament;besvärlig situation
predikant;förkunnare
predikant;präst
prediktera;förutse
prediktera;förutsäga
predisponerat;förutbestämt
preferens;föredra
preja;tränga
prekär;bekymmersam
prekär;besvärlig
prekär;pinsam
prekär;riskfylld
prelat;pastor
prelater;präster
preludium;förspel
premie;belöning
premie;bonus
premiera;belöna
premiera;belöning
premiera;löna
premiss;villkor
premiär;invigning
prenumerant;abonnent
prenumerera;abonnera
prenumerera;subskribera
preparera;förbehandla
preparera;förbereda
preparering;förberedelse
present;gåva
presentation;beskrivning
presentation;framförande
presentation;framläggning
presentation;framställning
presentation;redogörelse
presentatör;värd
presentera;framföra
presentera;framlägga
presentera;föreställa
presentera;introducera
presentera;lägga fram
presentera;uppvisa
presentera;visa
presidium;ledning
presidium;ledningsgrupp
press;anspänning
press;börda
press;påfrestning
press;tryck
pressa;anstränga
pressa;forcera
pressa;hetsa
pressa;klämma
pressa;krama
pressa;krysta
pressa;trycka på
pressa;tvinga
pressa;tynga
pressande;ansträngande
pressande;besvärande
pressande;betungande
pressande;krävande
pressande;tryckande
prestation;bedrift
prestation;bragd
prestation;insats
prestationsförmåga;kapacitet
prestera;klara av
prestera;utföra
prestera;uträtta
prestera;åstadkomma
presumera;förmoda
presumtion;antagande
presumtiv;förmodad
pretentiös;anspråksfull
preventiv;förebyggande
prick;märke
prick;punkt
pricka;träffa
pricktavla;måltavla
prilla;snus
prilla;snusportion
prima;bra
prima;finemang
prima;finfin
prima;galant
prima;toppen
prima;utmärkt
prima;ypperlig
primadonna;diva
primitiv;enkel
primitiv;lågtstående
primitiv;outvecklad
primär;förstahand
primär;grundläggande
primär;huvudsaklig
primärt;modern
princip;motto
principfast;bestämd
principfast;dogmatisk
principfast;rakryggad
principiell;grundläggande
printer;skrivare
prioritera;sätta före
prioritet;förtur
pris;belöning
pris;kostnad
pris;tariff
pris;taxa
pris;vinst
prisa;berömma
prisa;hylla
prisa;lovorda
prisa;rosa
prisa;ära
prisförslag;offert
prisgiva;svika
prissänkning;rabatt
prissänkning;rea
prissätta;värdera
prisuppgift;offert
privat;enskild
privat;enskilt
privat;personlig
privat;personligt
privilegierad;gynnad
privilegium;fördel
privilegium;förmån
pro;för
proaktiv;förebyggande
proaktiv;förutseende
probabilitet;sannolikhet
problem;bekymmer
problem;besvär
problem;bryderi
problem;dilemma
problem;gissel
problem;strul
problem;svårighet
problem;trassel
problem;trubbel
problematisk;knivig
problematisk;krånglig
problematisk;problemfylld
problematisk;strulig
problemfylld;problematisk
procedur;förfarande
procedur;förfaringssätt
procedur;metod
procedur;process
procedur;rutin
procedur;skeende
procedur;tillvägagångssätt
procent;andel
process;arbetsgång
process;bearbetning
process;förfaringssätt
process;förlopp
process;operation
process;procedur
process;skeende
process;utvecklingsskede
processa;bearbeta
processa;behandla
procession;kortege
producent;fabrikant
producent;framställare
producent;tillverkare
producera;alstra
producera;frambringa
producera;framställa
producera;göra
producera;skapa
producera;tillverka
produkt;alster
produkt;vara
produktion;framställande
produktion;framställning
produktion;tillverkning
produktiv;skapande
profan;värdslig
profan;världslig
profession;yrke
professionell;kunnig
professionell;proffs
professionell;yrkesmässig
professionell;yrkesutövande
professor;expert
profet;förkunnare
profet;siare
profetera;förutse
proffs;professionell
proffs;yrkesfolk
profil;framtoning
profil;image
profilera;avskilja sig
profilera;inrikta
profilera;sticka ut
profilera;utmejsla
profit;avkastning
profit;förtjänst
profit;vinning
profit;vinst
profitera;dra nytta av
profylaktisk;förebyggande
profylaktisk;skyddsåtgärd
profylax;förebyggande
prognos;beräkning
prognos;förutsäga
prognos;förutsägelse
prognos;uppskattning
prognostisk;förutsägelse
program;agenda
program;dagordning
program;schema
program;tidsschema
programmera;koda
programmerare;kodslav
programvara;mjukvara
progress;fortskridande
progress;framsteg
progress;framåtskridande
progress;förlopp
progress;utveckling
progression;fortskridande
progression;utveckling
progressiv;fortskridande
progressiv;framåtskridande
progressiv;fullborda
projektor;bildkanon
proklamera;hävda
proklamera;kungöra
proklamera;tillkännage
proklamera;utropa
proletär;arbetare
proletär;egendomslös
prolog;inledning
prolongation;utsträckning
prolongera;förlänga
promemoria;inlaga
promenad;defilera
promenad;vandra
promenara;gå
promenera;flanera
promenera;gå
promenera;spankulera
promenera;spatsera
promenera;strosa
promenera;ströva
promenera;traska
promenera;vandra
promenerar;går
prominent;ansedd
prominent;bemärkt
prominent;framstående
promiskuös;lättfotad
prommenara;gå
promonera;vandra
prompt;absolut
prompt;envis
prompt;omedelbart
prompt;omgående
prompt;ögonaböj
prompt;ögonblickligen
proper;anständig
proper;elegant
proper;prydlig
proper;ren
proper;stilig
proper;städad
proponera;föreslå
proportion;förhållande
proportion;omfattning
proportion;storleksförhållande
proposition;förslag
proposition;lagförslag
propp;plugg
propå;förslag
prost;präst
prostituerad;fnask
prostituerad;gatflicka
prostituerad;gatuflicka
prostituerad;glädjeflicka
prostituerad;luder
prostituerad;sköka
protein;äggviteämne
protektion;skydd
protest;invändning
protestera;inte hålla med
protestera;invända
protokoll;mötesdokument
protokollföra;notera
protokollföra;registrera
prov;examination
prov;exempel
prov;förlaga
prov;försök
prov;kunskapskontroll
prov;skrivning
prov;tentamen
prov;test
prova;experimentera
prova;försöka
prova;pröva
prova;test
prova;testa
prova;testköra
provins;landsdel
provins;område
provinsiell;lantlig
provisorisk;temporär
provisorisk;tillfällig
provning;utprovning
provocera;egga
provocera;förarga
provocera;reta
provocera;uppmuntra
provocera;utmana
prudentlig;fin
prudentlig;noggrann
prunkande;blomstrande
prunkande;praktfull
prunkande;välmående
prutt;fis
prutt;fjärt
prutta;fisa
prutta;fjärta
prutta;gasa
prutta;släppa sig
prutta;släppa väder
pruttar;fisar
pruttar;är fjärtar
prutten;fisen
pruttig;fisig
pryda;dekorera
pryda;försköna
pryda;klä
pryda;smycka
prydlig;elegant
prydlig;fin
prydlig;ordentlig
prydlig;ordnad
prydlig;ordningsam
prydlig;proper
prydlig;städad
prydlig;välklädd
prydlig;välvårdad
prydnad;dekoration
prydnad;utsmyckning
prygel;smisk
prygla;aga
prygla;hudflänga
prygla;mörbulta
prygla;spöa
pryl;föremål
pryl;grej
pryl;manick
pryl;sak
pryl;ting
pryl;tingest
prylar;grejer
prylar;saker
prägel;avtryck
prägel;karaktär
prägel;touche
prägla;forma
prägla;inpränta
prägla;karakterisera
prägla;känneteckna
prägla;märka
prägla;stämpla
prägla;trycka
präglad;påverkad
pröjs;lön
pröjsa;betala
pröjsa;betalning
präktig;redbar
präktig;rejäl
pränta;skriva
präst;kyrkoherde
präst;pastor
präst;predikant
präst;prost
präster;prelater
pröva;behandla
pröva;försöka
pröva;granska
pröva;prova
pröva;pröva på
pröva;rannsaka
pröva;testa
pröva;try
pröva på;pröva
prövande;testande
prövas;testas
prövning;examination
prövning;luttring
prövning;svårighet
prövning;test
prövotid;kandidattjänstgöring
prövotid;testperiod
psalm;hymn
psykisk;mental
psykiskt;mentalt
psykmedicin;psykofarmaka
psykofarmaka;psykmedicin
psykolog;hjärnskrynklare
psykotisk;galen
pub;bar
pub;krog
publicera;förlägga
publicera;kungöra
publicera;offentliggöra
publicera;skriva ut
publicera;släppa
publicera;trycka
publicering;edera
publicering;utgivning
publicist;skriftställare
publicist;tidningsman
publik;allmän
publik;auditorium
publik;offentlig
publik;tittare
publik;åhörare
publik;åskådare
publikation;skrift
publikation;utgivning
publikt;offentligt
puckad;dum
puckad;dum i huvudet
puckad;helknasig
puckad;knäpp
puckad;korkad
puckad;störd
puckade folk;dumma folk
puckat;idioti
puckat;korkat
pudding;goding
pudding;läckerbit
pudra;strö
puffa;fösa
puffa;knuffa
puffa;röka
puffa;stöta
puffra;pistol
pula;joxa
pula;sex
pulla;petting
pulla;smeka sig
pulpet;skrivbord
puls;rytm
pulsar;neutronstjärna
pulsera;bulta
pulsåder;artär
pulver;stoff
pulver;stoft
pulverisera;mosa
pulverisera;smula sönder
pulverisera;söndersmula
pulvrisera;smula sönder
pulvrisera;söndersmula
puma;bergslejon
puma;tjej
punda;knarka
pundare;beroende
pundare;knarkare
pung;börs
pung;kulpåse
pung;könssäck
pung;påse
pung;säck
pung;testikelpåse
pungkula;dromedar
pungkula;testikel
pungkula;testiklar
pungkulor;testiklar
punkt;prick
pur;ny
pur;ren
purken;butter
purken;sur
purpur;lila
purpur;purpurfärg
purpurfärg;purpur
purpurröd;lila
purra;väcka
puré;mos
puss;kyss
puss;pöl
pussa;kyssa
pussas;kyssas
pusselbit;del
pust;flämta
pusta;andas
pusta;flämta
pusta;flåsa
pusta;stöna
putsa;bona
putsa;feja
putsa;gnida
putsa;gno
putsa;gnugga
putsa;polera
putslustig;smårolig
putt;arg
putt;butter
putt;knuff
putt;stött
putt;sur
putta;fösa
putta;knuffa
putta;stöta
puttra;sjuda
puttra;småkoka
pynt;garnityr
pynt;utsmyckning
pynta;dekorera
pynta;klä
pynta;smycka
pyra;glöda
pys;dra
pysa;dra
pysa;åka
pyssel;knåp
pyssla;dona
pyssla;fixa
pyssla;knåpa
pyssla;syssla
pytte;liten
pytte;mini
pytteliten;minimal
pyttig;skitmegajätteliten
på;gällande
på;kungen
på;villig
på annat sätt;annorlunda
på bra humör;glad
på direkten;genast
på direkten;omedelbart
på direkten;omgående
på direkten;ögonblickligen
på en gång;genast
på gott humör;glad
på grund av;därför
på grund av;eftersom
på hugget;alert
på kanelen;berusad
på kanelen;full
på lyran;berusad
på lyset;drucken
på lyset;full
på momangen;bums
på momangen;genast
på momangen;omedelbart
på momangen;omgående
på momangen;ögonaböj
på momangen;ögonblickligen
pö om pö;successivt
på pickalurven;full
på rak arm;direkt
på sekunden;direkt
på smällen;gravid
på sniskan;full
på snusen;full
på stubinen;omgående
på studs;omgående
på topp;glad
på vid gavel;öppen
på örat;berusad
påbrå;ursprung
påbud;dekret
påbyggnad;tillbyggnad
påbyltad;påklädd
påbörja;anträda
påbörja;begynna
påbörja;igångsättande
påbörja;initiera
påbörja;inleda
påbörja;starta
påbörjande;start
pådyvla;lura på
pådyvla;pracka
pådyvla;pracka på
pådyvla;påpracka
pådyvla;tvinga
påfallande;anmärkningsvärd
påfallande;anmärkningsvärt
påfallande;frapperande
påfallande;markant
påfallande;märkbar
påfallande;påtaglig
påfallande;slående
påfallande;tydlig
påfallande;uppenbar
påflugen;burdus
påflugen;efterhängsen
påflugen;framfusig
påflugen;närgången
påflugen;påträngande
påfrestande;ansträngande
påfrestande;besvärlig
påfrestande;krävande
påfrestande;mödosam
påfrestande;slitig
påfrestning;ansträngning
påfrestning;belasta
påfrestning;belastning
påfrestning;börda
påfrestning;möda
påfrestning;press
påfund;påhitt
påfyllning;påtår
påföljande;efterföljande
påföljande;nästföljande
påföljande;nästkommande
påföljd;bestraffning
påföljd;konsekvens
påföljd;sanktion
påföljd;straff
påföra;applicera
påföra;debitera
påg;gosse
påg;grabb
påg;kille
påg;pojke
pågå;fortfara
pågå;fortgå
pågå;fortskrida
pågå;försiggå
pågå;hålla på
pågå;löpa
pågående;aktuell
pågående;fortgående
pågående;fortskridande
pågående;kontinuerligt
pågående;löpande
påhitt;bus
påhitt;hyss
påhitt;nyck
påhitt;påfund
påhitt;spratt
påhitt;streck
påhittad;fabricerad
påhittad;fiktiv
påhittig;fantasi
påhittig;fantasifull
påhittig;fiffig
påhittig;finurlig
påhittig;iderik
påhittig;idérik
påhittig;infallsrik
påhittig;kreativ
påhittig;uppfinningsrik
påhopp;attackera
påhoppad;attackerad
påhälsning;besök
påhäng;häftplåster
påk;klubba
påk;slagträ
påkalla;väcka
påkanelen;berusad
påklädd;påbyltad
pöl;puss
pöl;vattenpuss
påle;stock
påle;stolpe
påle;stång
pålitlig;beprövad
pålitlig;hållbar
pålitlig;lojal
pålitlig;rejäl
pålitlig;säker
pålitlig;tillförlitlig
pålitlig;trofast
pålitlig;ärlig
pålitlighet;tillförlitlighet
pålle;häst
pålysa;annonsera
pålysa;avisera
pålysa;kungöra
pålysa;tillkännage
pålysa;utlysa
påläst;kunnig
påminna;likna
pånyttfödelse;renässans
påpeka;anmärka
påpeka;anse
påpeka;antyda
påpeka;framhäva
påpeka;tala om
påpekan;anmärkning
påpekande;anmärkning
påpekande;märka
påpracka;pådyvla
pärer;potatis
pärmos;potatismos
päron;föräldrar
pösa;växa
påse;bag
påse;kasse
påse;pung
påse;säck
pösig;svulstig
påskrift;signatur
påskrift;underskrift
påskynda;jäkta
påslag;höjning
påslag;lönelyft
påslag;lönetillägg
påstridig;oförtruten
påstridig;rättfram
påstruken;berusad
påstruken;halvfull
påstruken;överförfriskad
påstå;antyda
påstå;hävda
påstå;mena
påstå;yttra
påstådd;förment
påstående;utsago
påstående;yrkande
påstående;yttring
påtaglig;konkret
påtaglig;kännbar
påtaglig;markant
påtaglig;märkbar
påtaglig;påfallande
påtaglig;solklar
påtaglig;substantiell
påtaglig;synbar
påtaglig;uppenbar
påtagligt;markant
påtagligt;synnerligen
påträffa;anträffa
påträffa;finna
påträffa;hitta
påträffa;upptäcka
påträffat;finna
påträngande;burdus
påträngande;närgången
påträngande;pockande
påträngande;påflugen
påtvinga;truga
påtvinga;våldföra
påtänd;hög
påtår;påfyllning
påver;arm
påver;fattig
påver;sliten
påver;torftig
påverka;affektera
påverka;bearbeta
påverka;beröra
påverka;färga
påverka;influera
påverka;manipulera
påverkad;affekterad
påverkad;berusad
påverkad;berörd
påverkad;hög
påverkad;präglad
påverkan;influens
påverkan;inflytande
påverkande;suggestiv
påvisa;belysa
påvisa;indikera
påvisa;styrka
påvisa;visa
rabalder;bråk
rabalder;kalabalik
rabalder;liv
rabalder;stök
rabalder;tumult
rabalder;uppståndelse
rabatt;avdrag
rabatt;prissänkning
rabatterad;nedsatt
rabiat;omedgörlig
rabiat;tokigt
race;rally
rackare;kanalje
rackare;lymmel
rackare;skojare
rackare;slyngel
rackare;spjuver
rackarns;förbaskat
rackarns;jäkla
rackartyg;busstreck
rackartyg;fuffens
rackartyg;ofog
rackarunge;busfrö
